"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"168",168,168,168,384,"9d53",1,1,1,0,0,0,0,1.3,2.86,2.75,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Business Management",0,"D+"
"169",169,169,169,385,"89fe",1,6,0,1,0,1,0,3.3,3.05,3.07,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Chemistry",1,"B+"
"170",170,170,170,387,"8837",1,3,2,0,0,1,0,2,2.99,2.45,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"C"
"171",171,171,171,388,"2841",0,3,2,0,1,0,0,1.7,2.93,2.85,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Chemistry",1,"C-"
"172",172,172,172,390,"244f",1,6,0,0,0,0,0,2,2.63,2.65,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Chemistry",1,"C"
"173",173,173,173,391,"6aae",1,3,2,0,0,1,1,2,2.77,2.54,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"C"
"174",174,174,174,393,"a380",1,3,2,0,0,1,0,2,3.16,2.64,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Mathematics",1,"C"
"175",175,175,175,397,"982f",0,1,1,0,0,0,0,2.7,2.36,2.39,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Physics",1,"B-"
"176",176,176,176,398,"a784",1,3,2,0,0,1,0,2.3,NA,1.69,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Biological Sciences",1,"C+"
"177",177,177,177,402,"ffa5",1,3,2,0,0,0,0,4,3.7,3.72,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Physics",1,"A"
"178",178,178,178,403,"f122",0,1,1,0,0,1,0,2,3.25,3.12,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Physics",1,"C"
"179",179,179,179,405,"5a87",1,6,0,0,0,1,0,2.7,2.62,2.66,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Business Management",0,"B-"
"180",180,180,180,406,"01af",0,1,1,1,0,0,0,4,3.44,3.49,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Chemistry",1,"A"
"181",181,181,181,407,"c574",1,1,1,1,0,0,1,0,2.71,2.57,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Economics",1,"F"
"182",182,182,182,410,"9fb7",1,3,2,0,0,0,1,4,3.63,3.63,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Computer Science",1,"A"
"183",183,183,183,414,"b8d8",1,3,2,0,0,0,0,1,2.85,2.7,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"D"
"184",184,184,184,418,"df45",1,1,1,1,0,1,0,1.7,1.53,1.39,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Chemistry",1,"C-"
"185",185,185,185,421,"ef41",1,3,2,0,0,0,0,2,3.16,3.1,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Economics",1,"C"
"186",186,186,186,425,"758f",1,3,2,0,0,0,0,4,3.91,3.93,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Biological Sciences",1,"A"
"187",187,187,187,428,"01fd",1,1,1,1,1,1,1,3.3,NA,2.61,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"English",0,"B+"
"188",188,188,188,431,"f955",1,3,2,1,1,0,0,3,3.52,3.51,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"B"
"189",189,189,189,432,"e6c2",0,1,1,1,0,1,0,0,NA,1.71,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Political Science",0,"F"
"190",190,190,190,434,"81a9",0,3,2,0,0,1,0,3,2.4,2.38,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"B"
"191",191,191,191,437,"09f3",0,1,1,1,0,0,0,3,2.72,2.73,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Business Management",0,"B"
"192",192,192,192,439,"8525",0,3,2,1,0,0,1,3,3.6,3.58,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Chemistry",1,"B"
"193",193,193,193,444,"8921",1,6,0,0,0,0,0,2.7,3.11,3.18,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Biological Sciences",1,"B-"
"194",194,194,194,448,"2f58",1,1,1,0,0,0,0,3,3.43,3.44,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Chemistry",1,"B"
"195",195,195,195,459,"0154",1,4,1,0,0,0,0,4,3.78,3.78,"BIO300",201801,710,1,0,0,0,0,2018,"1",0,"Communication",0,"A"
"196",196,196,196,461,"0bfb",1,6,0,0,0,0,0,0,3.48,3.33,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Economics",1,"F"
"197",197,197,197,467,"2019",1,1,1,1,0,1,1,2.3,NA,2.49,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Mathematics",1,"C+"
"198",198,198,198,468,"cd3e",1,6,0,1,0,0,1,3,3.21,3.21,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Computer Science",1,"B"
"199",199,199,199,474,"a884",1,4,1,0,0,0,0,3.7,3.73,3.7,"BIO300",201610,637,1,0,0,0,0,2016,"5",0,"Physics",1,"A-"
"200",200,200,200,475,"ffc6",1,6,0,1,0,1,1,2.3,2.26,2.44,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Communication",0,"C+"
"201",201,201,201,479,"c5da",0,3,2,0,0,0,0,2.3,2.86,2.85,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Physics",1,"C+"
"202",202,202,202,480,"6bfa",1,3,2,0,0,0,0,3,2.94,2.91,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Biological Sciences",1,"B"
"203",203,203,203,481,"be59",1,1,1,0,0,0,0,4,3.48,3.53,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Political Science",0,"A"
"204",204,204,204,485,"9af4",1,3,2,0,1,0,0,2,2.88,2.83,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Chemistry",1,"C"
"205",205,205,205,487,"9610",1,4,1,1,0,1,0,2.3,2.74,2.78,"BIO300",201710,693,1,0,0,0,0,2017,"5",0,"Mathematics",1,"C+"
"206",206,206,206,488,"e67d",1,3,2,0,0,0,0,3.7,3.86,3.84,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Economics",1,"A-"
"207",207,207,207,493,"24db",1,3,2,0,0,0,0,1,2.71,2.74,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"D"
"208",208,208,208,494,"d845",0,6,0,0,0,0,0,4,3.49,3.5,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Economics",1,"A"
"209",209,209,209,498,"bfc4",1,1,1,0,0,0,0,4,3.28,3.29,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Business Management",0,"A"
"210",210,210,210,499,"9204",1,3,2,0,1,0,0,3.3,3.53,3.51,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Psychology",0,"B+"
"211",211,211,211,506,"1641",1,3,2,0,0,1,0,1,2.15,2.19,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Economics",1,"D"
"212",212,212,212,508,"ee89",1,6,0,0,0,0,0,3.3,3.67,3.58,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Computer Science",1,"B+"
"213",213,213,213,512,"8597",1,3,2,1,0,0,1,2.7,3.27,3.25,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Chemistry",1,"B-"
"214",214,214,214,519,"d231",1,1,1,1,0,0,0,2,3,3,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Chemistry",1,"C"
"215",215,215,215,520,"3cbf",1,3,2,0,0,0,0,3.3,3.29,3.24,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Business Management",0,"B+"
"216",216,216,216,525,"d336",1,3,2,1,0,0,0,3,3.4,3.39,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Psychology",0,"B"
"217",217,217,217,533,"dd60",1,1,1,1,0,0,1,3,3.25,3.28,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Economics",1,"B"
"218",218,218,218,534,"433a",0,6,0,0,0,0,0,4,3.63,3.42,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Computer Science",1,"A"
"219",219,219,219,538,"c46b",1,3,2,0,0,0,0,2.3,2.71,2.79,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Political Science",0,"C+"
"220",220,220,220,541,"b649",1,6,0,0,0,1,1,3,3.42,3.34,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Business Management",0,"B"
"221",221,221,221,544,"a157",1,6,0,1,0,0,1,2,2.64,2.79,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Business Management",0,"C"
"222",222,222,222,545,"4796",0,3,2,1,0,1,1,2,3.32,3.3,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Computer Science",1,"C"
"223",223,223,223,546,"1edb",1,3,2,0,0,1,0,1.7,3.1,3.19,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"C-"
"224",224,224,224,548,"b70e",1,3,2,0,1,0,0,1.7,3.27,3.24,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Mathematics",1,"C-"
"225",225,225,225,551,"5268",1,3,2,1,0,0,1,3.3,3.04,3.02,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Mathematics",1,"B+"
"226",226,226,226,552,"fda2",1,3,2,1,0,0,0,2.3,2.27,2.35,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Biological Sciences",1,"C+"
"227",227,227,227,555,"5f65",1,6,0,1,0,1,0,3,NA,2.79,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Chemistry",1,"B"
"228",228,228,228,557,"2277",1,3,2,1,0,0,1,0.7,2.43,2.43,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Chemistry",1,"D-"
"229",229,229,229,558,"6f1e",1,3,2,0,0,0,0,2,2.73,2.82,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Business Management",0,"C"
"230",230,230,230,560,"f55c",1,3,2,0,0,0,0,2.3,2.64,2.63,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Psychology",0,"C+"
"231",231,231,231,561,"8791",1,3,2,0,0,0,1,3.3,2.83,2.84,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Economics",1,"B+"
"232",232,232,232,563,"7cd6",0,3,2,0,0,0,0,2,2.56,2.59,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Communication",0,"C"
"233",233,233,233,565,"51f6",1,1,1,1,0,1,1,3,2.48,2.66,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Communication",0,"B"
"234",234,234,234,566,"e90d",1,1,1,0,0,0,0,2,2.94,2.89,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Economics",1,"C"
"235",235,235,235,569,"46b0",1,5,1,0,0,1,1,4,3.93,3.94,"BIO300",201801,710,0,0,0,0,1,2018,"1",0,"Economics",1,"A"
"236",236,236,236,570,"fa6e",0,3,2,0,0,1,0,3,2.13,2.19,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Mathematics",1,"B"
"237",237,237,237,573,"9fa2",0,3,2,1,0,0,0,4,3.22,3.21,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Business Management",0,"A"
"238",238,238,238,575,"08b3",0,1,1,0,0,0,0,1.3,2.71,2.69,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Psychology",0,"D+"
"239",239,239,239,577,"35ba",1,6,0,1,0,1,0,3.3,NA,3.69,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Biological Sciences",1,"B+"
"240",240,240,240,579,"3d34",1,3,2,1,0,0,1,4,3.51,3.59,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Biological Sciences",1,"A"
"241",241,241,241,580,"fecd",1,6,0,1,0,0,1,1.7,2.76,2.64,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Computer Science",1,"C-"
"242",242,242,242,581,"2225",1,3,2,0,0,0,0,4,3.36,3.38,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Mathematics",1,"A"
"243",243,243,243,582,"01a7",1,NA,0,0,1,0,0,4,3.5,3.48,"BIO300",201801,710,NA,NA,NA,NA,NA,2018,"1",NA,"Mathematics",1,"A"
"244",244,244,244,584,"61ca",1,1,1,0,0,0,0,1.7,2.71,2.91,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Biological Sciences",1,"C-"
"245",245,245,245,586,"09ce",1,3,2,0,0,1,0,3,NA,3.35,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Physics",1,"B"
"246",246,246,246,588,"9980",1,1,1,1,0,0,1,0.7,2.58,2.59,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Finance",0,"D-"
"247",247,247,247,589,"3ab0",0,1,1,1,0,0,0,4,3.52,3.7,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Finance",0,"A"
"248",248,248,248,592,"239e",1,1,1,1,0,0,0,1.7,2.76,2.8,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Economics",1,"C-"
"249",249,249,249,594,"ad73",1,1,1,1,0,1,1,1,2.28,2.2,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Communication",0,"D"
"250",250,250,250,596,"161f",0,1,1,1,0,1,1,2.3,3,3.15,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Economics",1,"C+"
"251",251,251,251,597,"0044",1,6,0,0,0,0,0,2.7,3.43,3.47,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Chemistry",1,"B-"
"252",252,252,252,598,"c53a",1,1,1,1,0,0,1,2,3.1,3.11,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Chemistry",1,"C"
"253",253,253,253,599,"7f3f",1,4,1,0,0,0,0,2.7,3.22,3.27,"BIO300",201803,727,1,0,0,0,0,2018,"2",0,"Communication",0,"B-"
"254",254,254,254,600,"2e6b",0,3,2,0,0,0,0,3.7,2.53,2.59,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Psychology",0,"A-"
"255",255,255,255,603,"d5f6",0,4,1,1,0,1,0,3.7,4,3.82,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Computer Science",1,"A-"
"256",256,256,256,604,"c631",1,6,0,0,0,1,0,1.3,2.94,2.88,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Mathematics",1,"D+"
"257",257,257,257,606,"fc1d",1,3,2,0,0,0,0,3.7,3.28,3.36,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"A-"
"258",258,258,258,610,"15ca",1,1,1,1,0,1,0,2.7,3.03,3.06,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Political Science",0,"B-"
"259",259,259,259,613,"c177",1,1,1,1,0,1,0,2.7,3.35,3.28,"BIO300",201903,623,0,1,0,0,0,2019,"2",0,"Biological Sciences",1,"B-"
"260",260,260,260,614,"8822",1,3,2,0,1,0,0,2.7,3.35,3.32,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Biological Sciences",1,"B-"
"261",261,261,261,618,"9fa7",1,6,0,0,0,0,0,3,3.42,3.41,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Computer Science",1,"B"
"262",262,262,262,624,"a505",1,6,0,1,0,1,1,3.3,NA,4,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Business Management",0,"B+"
"263",263,263,263,625,"e5e0",0,6,0,0,0,0,0,3,3.27,3.24,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"English",0,"B"
"264",264,264,264,631,"4db8",0,3,2,0,0,0,0,4,3.93,3.94,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Business Management",0,"A"
"265",265,265,265,632,"e959",1,1,1,1,0,0,1,2,3.38,3.4,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Physics",1,"C"
"266",266,266,266,644,"a84a",1,4,1,0,0,1,1,0.7,2.31,2.33,"BIO300",201810,680,1,0,0,0,0,2018,"5",0,"Business Management",0,"D-"
"267",267,267,267,645,"3be0",1,3,2,0,0,0,0,3.3,2.99,2.95,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"B+"
"268",268,268,268,647,"d9b8",0,6,0,0,1,0,0,3.7,3,2.98,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Chemistry",1,"A-"
"269",269,269,269,648,"a3e1",1,3,2,0,0,0,0,4,3.19,3.2,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Biological Sciences",1,"A"
"270",270,270,270,651,"5bbe",1,1,1,0,0,0,0,3,2.96,2.95,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Economics",1,"B"
"271",271,271,271,654,"9907",1,6,0,0,0,1,1,2.7,2.92,2.99,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Mathematics",1,"B-"
"272",272,272,272,656,"291b",1,3,2,0,0,0,0,3.3,3.88,3.83,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"B+"
"273",273,273,273,657,"e914",1,1,1,1,0,0,0,2.7,3.43,3.41,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Chemistry",1,"B-"
"274",274,274,274,658,"3a0d",1,3,2,0,0,0,0,3.7,3.71,3.72,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Finance",0,"A-"
"275",275,275,275,664,"4dd5",1,3,2,1,0,0,1,3.3,3.49,3.52,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Communication",0,"B+"
"276",276,276,276,665,"64d3",1,3,2,0,1,0,0,2.3,2.91,2.92,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Finance",0,"C+"
"277",277,277,277,666,"d4ce",0,6,0,0,0,0,0,2.7,3.79,3.82,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Business Management",0,"B-"
"278",278,278,278,668,"d2c1",1,1,1,1,0,0,0,2,3.25,3.26,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Physics",1,"C"
"279",279,279,279,669,"63a1",1,3,2,0,0,0,0,3.7,3.6,3.65,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Finance",0,"A-"
"280",280,280,280,671,"9ad2",1,3,2,0,0,0,1,2.7,3.22,3.21,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Biological Sciences",1,"B-"
"281",281,281,281,673,"8ee1",1,1,1,0,0,1,0,1.7,2.96,2.73,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Chemistry",1,"C-"
"282",282,282,282,674,"532f",0,3,2,0,0,0,0,4,3.9,3.91,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Biological Sciences",1,"A"
"283",283,283,283,675,"610b",0,1,1,1,0,0,0,4,3.08,3.2,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Business Management",0,"A"
"284",284,284,284,679,"1f74",1,1,1,1,0,1,0,2,3.53,3.19,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"English",0,"C"
"285",285,285,285,680,"2801",1,3,2,0,0,1,0,2.7,NA,2.85,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"English",0,"B-"
"286",286,286,286,681,"c16c",1,3,2,0,0,0,0,3,3.52,3.49,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Communication",0,"B"
"287",287,287,287,684,"ffa3",1,3,2,1,0,0,1,3,3.26,3.19,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"English",0,"B"
"288",288,288,288,685,"193a",0,3,2,0,0,0,0,1.7,2.96,2.91,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Psychology",0,"C-"
"289",289,289,289,686,"738d",1,6,0,0,0,0,0,2,2.79,2.75,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Political Science",0,"C"
"290",290,290,290,687,"9b80",0,1,1,1,0,1,1,2,NA,2.9,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Mathematics",1,"C"
"291",291,291,291,690,"b894",1,6,0,0,0,0,0,3.3,3.7,3.61,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Biological Sciences",1,"B+"
"292",292,292,292,692,"2a92",1,6,0,0,0,1,0,2,3.03,2.69,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Finance",0,"C"
"293",293,293,293,697,"989f",0,6,0,1,0,0,1,3.3,3.33,3.37,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Economics",1,"B+"
"294",294,294,294,699,"3972",0,3,2,0,0,0,0,2.3,2.52,2.53,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"English",0,"C+"
"295",295,295,295,701,"eab8",1,4,1,1,0,1,1,3,2.64,2.57,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Biological Sciences",1,"B"
"296",296,296,296,702,"1df6",1,3,2,0,0,0,0,4,3.47,3.43,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Psychology",0,"A"
"297",297,297,297,704,"9643",0,1,1,0,0,0,0,4,3.77,3.74,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Computer Science",1,"A"
"298",298,298,298,706,"7150",1,3,2,0,0,0,0,2.7,3.35,3.24,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Psychology",0,"B-"
"299",299,299,299,711,"9830",0,6,0,0,0,0,0,3,3.44,3.51,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Communication",0,"B"
"300",300,300,300,717,"b1a8",0,3,2,0,0,1,0,4,3.09,3.12,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Psychology",0,"A"
"301",301,301,301,719,"cd54",1,1,1,1,0,0,0,1,2.55,2.63,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Political Science",0,"D"
"302",302,302,302,722,"84a1",1,3,2,0,0,0,0,3.3,3.64,3.61,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Business Management",0,"B+"
"303",303,303,303,728,"9819",1,1,1,1,0,1,0,2.7,3.35,3.28,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Political Science",0,"B-"
"304",304,304,304,729,"1309",1,5,1,1,0,0,0,3.7,3.74,3.77,"BIO300",201810,680,0,0,0,0,1,2018,"5",0,"Economics",1,"A-"
"305",305,305,305,731,"34b4",1,3,2,0,0,0,0,2.3,2.93,2.96,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Political Science",0,"C+"
"306",306,306,306,732,"b514",0,3,2,1,0,0,0,0,2.47,2.36,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Computer Science",1,"F"
"307",307,307,307,733,"5768",1,6,0,0,0,0,0,3.3,3.7,3.58,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Computer Science",1,"B+"
"308",308,308,308,735,"ad82",1,3,2,0,0,0,0,3.3,3.03,3.08,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Mathematics",1,"B+"
"309",309,309,309,738,"9871",0,3,2,0,0,0,0,3,3.17,3.18,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"B"
"310",310,310,310,742,"4951",0,2,1,0,0,0,0,2.3,2.86,2.8,"BIO300",201703,703,0,0,1,0,0,2017,"2",0,"Economics",1,"C+"
"311",311,311,311,744,"f032",1,6,0,1,0,0,0,1,2.71,2.65,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Economics",1,"D"
"312",312,312,312,746,"65c3",1,3,2,1,0,0,0,4,3.93,3.94,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Business Management",0,"A"
"313",313,313,313,748,"e13a",1,3,2,0,0,0,0,1.3,2.22,2.24,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Economics",1,"D+"
"314",314,314,314,750,"2c18",1,6,0,1,0,0,0,2.3,2.74,2.73,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Economics",1,"C+"
"315",315,315,315,753,"7c8e",1,1,1,0,0,1,0,3.3,3.15,3.05,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Communication",0,"B+"
"316",316,316,316,754,"ae2e",0,3,2,0,0,0,1,4,3.9,3.9,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"A"
"317",317,317,317,759,"1ed2",1,1,1,1,0,0,0,3.3,3.79,3.75,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Political Science",0,"B+"
"318",318,318,318,764,"f935",1,3,2,0,0,1,0,3.3,3.31,3.35,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Chemistry",1,"B+"
"319",319,319,319,765,"a30b",1,6,0,0,0,0,0,2.7,2.59,2.68,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Political Science",0,"B-"
"320",320,320,320,766,"6c61",1,6,0,0,0,1,0,2,2.54,2.46,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Psychology",0,"C"
"321",321,321,321,767,"3ca1",1,1,1,1,0,0,0,1.7,2.61,2.61,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Computer Science",1,"C-"
"322",322,322,322,768,"0011",1,3,2,1,0,1,1,3.3,3.12,3.14,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"English",0,"B+"
"323",323,323,323,770,"cf57",1,5,1,0,0,0,0,4,3.7,3.69,"BIO300",201910,683,0,0,0,0,1,2019,"5",0,"Business Management",0,"A"
"324",324,324,324,780,"e226",0,4,1,0,0,1,0,3.3,3.43,3.49,"BIO300",201703,703,1,0,0,0,0,2017,"2",0,"Psychology",0,"B+"
"325",325,325,325,787,"5749",1,3,2,1,0,0,1,3,3.05,3.08,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Political Science",0,"B"
"326",326,326,326,789,"9750",1,NA,0,0,0,0,0,2,2.81,2.75,"BIO300",201910,683,NA,NA,NA,NA,NA,2019,"5",NA,"Economics",1,"C"
"327",327,327,327,794,"87de",1,3,2,0,0,0,0,3,3.29,3.28,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"B"
"328",328,328,328,795,"07e2",1,6,0,0,0,0,0,4,3.66,3.7,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Physics",1,"A"
"329",329,329,329,798,"7d31",1,3,2,1,1,0,0,2,2.67,2.68,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Computer Science",1,"C"
"330",330,330,330,801,"b5ff",1,6,0,1,0,0,0,4,3.38,3.43,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Physics",1,"A"
"331",331,331,331,803,"3b01",1,NA,0,0,0,0,0,1.7,2.53,2.55,"BIO300",201901,799,NA,NA,NA,NA,NA,2019,"1",NA,"Biological Sciences",1,"C-"
"332",332,332,332,807,"e0e5",1,3,2,1,0,0,1,2.7,2.61,2.78,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Political Science",0,"B-"
"333",333,333,333,810,"6504",1,6,0,1,0,1,0,3.3,NA,3.27,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Biological Sciences",1,"B+"
"334",334,334,334,815,"c284",0,3,2,0,0,0,0,3.3,3.13,3.12,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"B+"
